Frame,Rotation
991,-32.638
992,-32.5902
993,-32.5424
994,-32.4946
995,-32.4468
996,-32.399
997,-32.3511
998,-32.3033
999,-32.2555
1000,-32.2077
1001,-32.1599
1002,-32.1121
1003,-32.0643
1004,-32.0165
1005,-31.9687
1006,-31.9208
1007,-31.873
1008,-31.8252
1009,-31.7774
1010,-31.7628
1011,-31.7481
1012,-31.7335
1013,-31.7188
1014,-31.7042
1015,-31.6896
1016,-31.6749
1017,-31.6603
1018,-31.6456
1019,-31.631
1020,-31.6163
1021,-31.6017
1022,-31.587
1023,-31.5724
1024,-31.5577
1025,-31.5431
1026,-31.5284
1027,-31.5138
1028,-31.4991
1029,-31.4845
1030,-31.4698
1031,-31.4536
1032,-31.4374
1033,-31.4213
1034,-31.4051
1035,-31.3889
1036,-31.3728
1037,-31.3566
1038,-31.3405
1039,-31.3243
1040,-31.3082
1041,-31.292
1042,-31.2759
1043,-31.2598
1044,-31.2436
1045,-31.2275
1046,-31.2114
1047,-31.1953
1048,-31.1792
1049,-31.1631
1050,-31.147
1051,-31.1309
1052,-31.1069
1053,-31.0828
1054,-31.0588
1055,-31.0348
1056,-31.0108
1057,-30.9868
1058,-30.9627
1059,-30.9387
1060,-30.9147
1061,-30.8907
1062,-30.8667
1063,-30.8427
1064,-30.8187
1065,-30.7947
1066,-30.7707
1067,-30.7467
1068,-30.7227
1069,-30.6987
1070,-30.6748
1071,-30.6508
1072,-30.6268
1073,-30.605
1074,-30.5826
1075,-30.5597
1076,-30.5369
1077,-30.5146
1078,-30.4923
1079,-30.4721
1080,-30.454
1081,-30.4356
1082,-30.4043
1083,-30.4115
1084,-30.3961
1085,-30.3697
1086,-30.3757
